location_id,timestamp,precipitation_rate_mm_hr,pore_pressure_kpa,subsurface_displacement_mm,ground_acceleration_g,realtime_water_table_m,cumulative_precip_72hr,cumulative_precip_168hr,ucs_mpa,seismic_zone,pga_g,initial_water_table_m,rockfall_event,3d_surface_coord_x,3d_surface_coord_y,3d_surface_coord_z
Zone_B,2025-04-28 05:37:12.259652,1.1597,401.1763,20.4463,0.0083,40.8946,97.871,244.3719,97.1,IV,0.48,21.4,0,24.5356,23.5132,26.5802
Zone_B,2025-04-18 10:37:12.259652,0.0,328.0682,8.9637,0.0032,33.4422,80.6189,222.1476,97.1,IV,0.48,21.4,0,10.7564,10.3082,11.6528
Zone_B,2025-07-24 19:37:12.259652,15.0129,2421.9773,413.7686,0.0,246.8886,550.9137,1353.2618,97.1,IV,0.48,21.4,0,496.5223,475.8339,537.8992
Zone_D,2025-06-08 21:37:12.259652,12.3794,1690.7414,91.074,0.0006,172.3488,606.4704,1389.1233,158.4,II,0.22,18.0,0,109.2888,104.7351,118.3962
Zone_B,2025-05-16 15:37:12.259652,0.2478,451.8388,43.3849,0.0074,46.059,133.6618,267.6346,97.1,IV,0.48,21.4,0,52.0618,49.8926,56.4003
Zone_C,2025-08-21 07:37:12.259652,13.7832,2531.3238,607.409,0.0021,258.035,661.2133,1463.9511,123.0,II,0.19,15.8,0,728.8908,698.5204,789.6317
Zone_B,2025-04-16 19:37:12.259652,1.8941,333.5589,7.3057,0.0,34.0019,88.9839,240.1359,97.1,IV,0.48,21.4,0,8.7668,8.4015,9.4974
Zone_D,2025-09-02 10:37:12.259652,8.2671,2326.8423,701.3574,0.0002,237.1909,589.4191,1239.4339,158.4,II,0.22,18.0,0,841.6288,806.561,911.7646
Zone_A,2025-07-11 09:37:12.259652,17.4421,2497.4876,304.8401,0.0001,254.5859,643.1273,1414.5192,90.4,IV,0.49,25.0,0,365.8082,350.5662,396.2922
Zone_A,2025-05-29 16:37:12.259652,1.9166,401.3809,59.1645,0.0012,40.9155,91.1366,212.545,90.4,IV,0.49,25.0,0,70.9974,68.0392,76.9139
Zone_D,2025-09-06 04:37:12.259652,11.1626,2284.6947,727.4376,0.0,232.8945,538.0837,1296.8813,158.4,II,0.22,18.0,0,872.9251,836.5532,945.6688
Zone_B,2025-07-31 10:37:12.259652,6.6201,2367.7668,461.6676,0.0027,241.3626,527.006,1346.7501,97.1,IV,0.48,21.4,0,554.0011,530.9177,600.1678
Zone_B,2025-08-31 00:37:12.259652,1.0565,2476.4362,689.3627,0.0068,252.44,575.2694,1401.2499,97.1,IV,0.48,21.4,0,827.2353,792.7671,896.1716
Zone_A,2025-07-10 16:37:12.259652,8.3548,2437.4518,299.5902,0.0098,248.466,628.3394,1386.5404,90.4,IV,0.49,25.0,0,359.5082,344.5287,389.4672
Zone_A,2025-09-05 23:37:12.259652,1.25,2432.3434,717.2507,0.0004,247.9453,580.4106,1365.1153,90.4,IV,0.49,25.0,0,860.7008,824.8383,932.4259
Zone_D,2025-09-13 20:37:12.259652,12.3254,2279.9768,780.1923,0.0009,232.4135,558.4358,1276.9261,158.4,II,0.22,18.0,0,936.2308,897.2212,1014.25
Zone_D,2025-05-25 08:37:12.259652,0.0,418.5273,55.123,0.0025,42.6633,107.8178,233.5812,158.4,II,0.22,18.0,0,66.1476,63.3914,71.6599
Zone_B,2025-06-14 16:37:12.259652,4.9298,2128.7218,125.2927,0.0166,216.9951,597.9397,1462.4782,97.1,IV,0.48,21.4,0,150.3512,144.0866,162.8805
Zone_B,2025-06-07 03:37:12.259652,4.9841,1529.7446,82.094,0.0018,155.9373,632.5206,1266.9936,97.1,IV,0.48,21.4,0,98.5128,94.4081,106.7222
Zone_C,2025-07-05 13:37:12.259652,4.9768,2439.7342,266.7561,0.0041,248.6987,576.4926,1388.5685,123.0,II,0.19,15.8,0,320.1073,306.7695,346.7829
Zone_A,2025-06-18 14:37:12.259652,6.0872,2233.1038,146.5381,0.0027,227.6355,616.4732,1439.6411,90.4,IV,0.49,25.0,0,175.8457,168.5188,190.4995
Zone_B,2025-08-11 23:37:12.259652,4.7304,2474.02,546.1127,0.0,252.1937,581.9332,1417.8998,97.1,IV,0.48,21.4,0,655.3352,628.0296,709.9465
Zone_A,2025-09-27 12:37:12.259652,0.0,2418.0586,877.1785,0.0002,246.4892,577.7578,1338.0936,90.4,IV,0.49,25.0,0,1052.6142,1008.7553,1140.332
Zone_A,2025-06-17 08:37:12.259652,13.0987,2157.6318,138.2357,0.0005,219.9421,535.7274,1369.8116,90.4,IV,0.49,25.0,0,165.8829,158.9711,179.7064
Zone_B,2025-05-08 02:37:12.259652,1.5881,400.2169,32.6495,0.0001,40.7968,96.1722,227.3652,97.1,IV,0.48,21.4,0,39.1795,37.547,42.4444
Zone_C,2025-04-09 10:37:12.259652,2.3834,169.7978,0.4879,0.014,17.3086,22.3495,22.3495,123.0,II,0.19,15.8,0,0.5855,0.5611,0.6343
Zone_A,2025-08-28 02:37:12.259652,6.8306,2412.311,652.042,0.0,245.9033,557.1811,1372.2606,90.4,IV,0.49,25.0,0,782.4504,749.8483,847.6546
Zone_C,2025-06-18 11:37:12.259652,3.9193,2227.4402,146.6721,0.0098,227.0581,590.5994,1354.2835,123.0,II,0.19,15.8,0,176.0065,168.6729,190.6737
Zone_D,2025-07-14 05:37:12.259652,7.7134,2426.4973,333.0306,0.0046,247.3494,574.3311,1354.5148,158.4,II,0.22,18.0,0,399.6367,382.9852,432.9398
Zone_A,2025-09-21 01:37:12.259652,5.441,2558.1164,828.6752,0.0001,260.7662,650.1351,1445.3025,90.4,IV,0.49,25.0,0,994.4102,952.9764,1077.2777
Zone_C,2025-07-09 10:37:12.259652,17.8176,2429.4975,295.1851,0.0032,247.6552,580.1676,1345.9696,123.0,II,0.19,15.8,0,354.2221,339.4629,383.7407
Zone_D,2025-06-07 15:37:12.259652,3.3818,1544.7445,84.9748,0.0058,157.4663,598.78,1333.6703,158.4,II,0.22,18.0,0,101.9697,97.721,110.4672
Zone_B,2025-06-04 00:37:12.259652,9.8255,1018.2905,70.0724,0.0011,103.8013,574.5345,702.6409,97.1,IV,0.48,21.4,0,84.0869,80.5833,91.0942
Zone_B,2025-08-08 00:37:12.259652,5.5269,2463.7012,516.7341,0.045,251.1418,622.1012,1430.9784,97.1,IV,0.48,21.4,0,620.081,594.2443,671.7544
Zone_C,2025-06-16 23:37:12.259652,10.787,2168.0493,136.5714,0.0061,221.004,572.863,1357.1298,123.0,II,0.19,15.8,0,163.8857,157.0571,177.5429
Zone_D,2025-06-22 20:37:12.259652,10.944,2314.5093,177.9696,0.0048,235.9337,552.5505,1411.604,158.4,II,0.22,18.0,0,213.5635,204.6651,231.3605
Zone_C,2025-05-04 05:37:12.259652,0.0,371.0246,25.5105,0.0038,37.8211,91.3763,215.4835,123.0,II,0.19,15.8,0,30.6126,29.3371,33.1637
Zone_C,2025-05-01 10:37:12.259652,0.6268,369.0753,22.3031,0.0001,37.6224,77.4959,211.3901,123.0,II,0.19,15.8,0,26.7637,25.6485,28.994
Zone_A,2025-07-07 10:37:12.259652,6.2083,2334.3526,276.0235,0.0006,237.9564,528.3193,1352.5245,90.4,IV,0.49,25.0,0,331.2282,317.427,358.8305
Zone_D,2025-05-03 16:37:12.259652,0.0,442.2205,27.3357,0.0021,45.0785,106.8697,278.3008,158.4,II,0.22,18.0,0,32.8028,31.436,35.5364
Zone_B,2025-04-23 13:37:12.259652,0.6519,397.065,14.7108,0.0269,40.4755,110.2929,242.0217,97.1,IV,0.48,21.4,0,17.653,16.9175,19.1241
Zone_A,2025-09-09 22:37:12.259652,13.6841,2461.9529,746.1251,0.0017,250.9636,596.1578,1372.7015,90.4,IV,0.49,25.0,0,895.3501,858.0439,969.9626
Zone_B,2025-08-17 08:37:12.259652,0.0,2482.9642,586.7669,0.0,253.1054,563.6935,1425.9446,97.1,IV,0.48,21.4,0,704.1203,674.782,762.797
Zone_A,2025-06-21 11:37:12.259652,4.4871,2238.7981,165.9624,0.0036,228.2159,547.4805,1309.1964,90.4,IV,0.49,25.0,0,199.1549,190.8568,215.7512
Zone_D,2025-08-11 10:37:12.259652,9.1884,2442.8726,541.8053,0.0145,249.0186,579.7759,1391.5703,158.4,II,0.22,18.0,0,650.1663,623.076,704.3468
Zone_B,2025-08-19 00:37:12.259652,4.8754,2432.339,599.0926,0.0,247.9449,556.4566,1372.8648,97.1,IV,0.48,21.4,0,718.9112,688.9565,778.8204
Zone_C,2025-08-21 21:37:12.259652,11.0414,2569.3398,611.8809,0.004,261.9103,667.9154,1466.2766,123.0,II,0.19,15.8,0,734.2571,703.6631,795.4452
Zone_D,2025-07-02 20:37:12.259652,15.7805,2454.0226,249.8662,0.0012,250.1552,630.0298,1352.1391,158.4,II,0.22,18.0,0,299.8394,287.3461,324.826
Zone_B,2025-07-04 06:37:12.259652,8.6583,2500.181,262.0382,0.0039,254.8605,632.0185,1437.9556,97.1,IV,0.48,21.4,0,314.4458,301.3439,340.6497
Zone_A,2025-05-13 14:37:12.259652,0.0,402.9096,38.9474,0.0022,41.0713,112.8109,205.9271,90.4,IV,0.49,25.0,0,46.7368,44.7895,50.6316
Zone_B,2025-05-10 01:37:12.259652,1.1167,388.8527,35.0229,0.0128,39.6384,84.1073,216.6802,97.1,IV,0.48,21.4,0,42.0274,40.2763,45.5297
Zone_B,2025-08-29 06:37:12.259652,1.8916,2493.0394,676.1655,0.0009,254.1325,575.1409,1406.1047,97.1,IV,0.48,21.4,0,811.3986,777.5903,879.0152
Zone_D,2025-08-04 08:37:12.259652,12.5387,2410.6296,489.5564,0.0008,245.7319,548.9559,1334.5388,158.4,II,0.22,18.0,0,587.4676,562.9898,636.4233
Zone_C,2025-04-20 20:37:12.259652,0.0,341.1792,10.483,0.0008,34.7787,81.0521,232.8963,123.0,II,0.19,15.8,0,12.5796,12.0555,13.6279
Zone_B,2025-06-02 05:37:12.259652,5.9325,718.2216,65.4744,0.0001,73.2132,310.5447,444.7575,97.1,IV,0.48,21.4,0,78.5692,75.2955,85.1167
Zone_C,2025-05-05 12:37:12.259652,1.6181,371.0167,26.9702,0.0006,37.8203,84.5623,199.2627,123.0,II,0.19,15.8,0,32.3642,31.0157,35.0613
Zone_A,2025-05-02 18:37:12.259652,3.3327,413.7804,25.6556,0.0021,42.1794,112.7655,245.7183,90.4,IV,0.49,25.0,0,30.7867,29.5039,33.3523
Zone_D,2025-08-17 04:37:12.259652,11.3243,2461.0444,584.6536,0.0005,250.871,576.8716,1406.5282,158.4,II,0.22,18.0,0,701.5843,672.3516,760.0497
Zone_B,2025-06-15 07:37:12.259652,7.9182,2129.3004,129.2769,0.0089,217.0541,569.0979,1447.0206,97.1,IV,0.48,21.4,0,155.1322,148.6684,168.0599
Zone_A,2025-05-22 18:37:12.259652,0.0,421.6109,50.5694,0.001,42.9777,97.5403,234.6915,90.4,IV,0.49,25.0,0,60.6833,58.1548,65.7403
Zone_C,2025-10-03 15:37:12.259652,3.6943,1907.4278,923.7739,0.0002,194.4371,166.6317,935.9031,123.0,II,0.19,15.8,0,1108.5286,1062.3399,1200.906
Zone_A,2025-09-18 03:37:12.259652,9.2296,2473.4221,806.6982,0.0001,252.1327,612.2776,1376.7989,90.4,IV,0.49,25.0,0,968.0378,927.7029,1048.7076
Zone_D,2025-08-01 18:37:12.259652,7.1502,2481.3106,470.5511,0.0003,252.9369,596.5832,1374.142,158.4,II,0.22,18.0,0,564.6613,541.1337,611.7164
Zone_A,2025-09-11 14:37:12.259652,2.2935,2435.4951,758.4136,0.009,248.2666,601.3666,1334.1443,90.4,IV,0.49,25.0,0,910.0964,872.1757,985.9377
Zone_D,2025-08-10 17:37:12.259652,14.9352,2446.3608,536.578,0.0,249.3742,557.0209,1389.903,158.4,II,0.22,18.0,0,643.8936,617.0647,697.5514
Zone_C,2025-06-19 15:37:12.259652,10.6741,2238.3298,154.4852,0.0009,228.1682,584.3038,1368.3148,123.0,II,0.19,15.8,0,185.3822,177.6579,200.8307
Zone_A,2025-06-27 20:37:12.259652,6.2565,2292.9587,208.7861,0.0001,233.7369,582.9194,1289.7129,90.4,IV,0.49,25.0,0,250.5434,240.1041,271.422
Zone_C,2025-08-28 19:37:12.259652,11.5573,2463.9202,663.744,0.0039,251.1641,567.1267,1332.2627,123.0,II,0.19,15.8,0,796.4928,763.3056,862.8672
Zone_D,2025-10-03 15:37:12.259652,1.0903,1929.7939,918.9908,0.0009,196.717,195.7226,1030.0268,158.4,II,0.22,18.0,0,1102.789,1056.8395,1194.6881
Zone_C,2025-10-03 07:37:12.259652,3.2058,1958.7088,921.8365,0.0038,199.6645,230.2187,997.2456,123.0,II,0.19,15.8,0,1106.2038,1060.112,1198.3875
Zone_A,2025-07-19 23:37:12.259652,12.1325,2422.078,369.1552,0.0,246.8989,560.5527,1371.2136,90.4,IV,0.49,25.0,0,442.9862,424.5285,479.9018
Zone_A,2025-07-09 16:37:12.259652,3.8912,2425.5066,292.2599,0.0016,247.2484,613.679,1434.9602,90.4,IV,0.49,25.0,0,350.7119,336.0989,379.9379
Zone_D,2025-04-25 05:37:12.259652,0.5016,402.3382,16.2229,0.0037,41.0131,124.1676,231.3308,158.4,II,0.22,18.0,0,19.4675,18.6563,21.0897
Zone_B,2025-05-23 15:37:12.259652,0.7308,409.7058,52.4599,0.0,41.7641,90.0063,210.3289,97.1,IV,0.48,21.4,0,62.9519,60.3289,68.1979
Zone_A,2025-04-14 04:37:12.259652,3.4832,327.2966,4.8308,0.0001,33.3636,115.3914,176.1151,90.4,IV,0.49,25.0,0,5.797,5.5555,6.2801
Zone_D,2025-07-29 08:37:12.259652,3.58,2454.9577,445.2173,0.0003,250.2505,589.0013,1322.8576,158.4,II,0.22,18.0,0,534.2608,511.9999,578.7825
Zone_B,2025-07-08 09:37:12.259652,14.5677,2502.6836,292.9803,0.0002,255.1156,625.948,1435.3238,97.1,IV,0.48,21.4,0,351.5764,336.9274,380.8744
Zone_C,2025-04-20 10:37:12.259652,1.6969,346.9663,10.0367,0.0008,35.3686,79.6618,228.0239,123.0,II,0.19,15.8,0,12.0441,11.5422,13.0477
Zone_D,2025-09-25 11:37:12.259652,1.1593,2316.6936,861.8647,0.003,236.1563,524.6696,1315.3274,158.4,II,0.22,18.0,0,1034.2377,991.1444,1120.4242
Zone_B,2025-06-23 00:37:12.259652,4.5412,2260.6545,180.4863,0.0002,230.4439,550.9539,1333.0668,97.1,IV,0.48,21.4,0,216.5835,207.5592,234.6322
Zone_B,2025-07-20 09:37:12.259652,0.0,2489.9538,381.3135,0.0034,253.8179,622.6926,1407.4564,97.1,IV,0.48,21.4,0,457.5761,438.5105,495.7075
Zone_B,2025-05-29 16:37:12.259652,0.9734,432.5518,60.3256,0.0077,44.0929,103.3604,254.769,97.1,IV,0.48,21.4,0,72.3907,69.3744,78.4233
Zone_C,2025-08-04 11:37:12.259652,11.2224,2437.1623,482.688,0.0065,248.4365,589.285,1375.356,123.0,II,0.19,15.8,0,579.2257,555.0913,627.4945
Zone_D,2025-07-30 22:37:12.259652,7.498,2434.7851,456.9303,0.0035,248.1942,576.2211,1329.3649,158.4,II,0.22,18.0,0,548.3164,525.4699,594.0094
Zone_B,2025-08-07 23:37:12.259652,8.1871,2467.7497,516.4234,0.0068,251.5545,624.2479,1426.1359,97.1,IV,0.48,21.4,0,619.7081,593.8869,671.3505
Zone_B,2025-07-26 01:37:12.259652,12.7767,2403.2515,422.7454,0.0016,244.9798,549.7796,1336.7979,97.1,IV,0.48,21.4,0,507.2945,486.1572,549.569
Zone_A,2025-07-13 21:37:12.259652,12.3324,2474.4964,323.6036,0.0012,252.2422,608.3852,1421.2846,90.4,IV,0.49,25.0,0,388.3244,372.1442,420.6847
Zone_B,2025-09-13 07:37:12.259652,7.1309,2460.5415,788.2989,0.0026,250.8197,592.5881,1343.5511,97.1,IV,0.48,21.4,0,945.9587,906.5437,1024.7885
Zone_D,2025-07-03 20:37:12.259652,10.4682,2454.8077,257.2198,0.0021,250.2352,607.0864,1377.5428,158.4,II,0.22,18.0,0,308.6638,295.8028,334.3858
Zone_C,2025-05-14 16:37:12.259652,3.8927,396.4225,37.4731,0.0276,40.41,105.3609,242.7851,123.0,II,0.19,15.8,0,44.9677,43.094,48.715
Zone_C,2025-05-06 12:37:12.259652,1.1328,364.6216,28.1021,0.0044,37.1684,79.3945,192.324,123.0,II,0.19,15.8,0,33.7225,32.3174,36.5328
Zone_D,2025-09-05 10:37:12.259652,10.2232,2341.2779,722.2381,0.0001,238.6624,565.0812,1315.5667,158.4,II,0.22,18.0,0,866.6857,830.5738,938.9095
Zone_A,2025-06-14 19:37:12.259652,14.3649,2111.9102,122.0872,0.0014,215.2814,662.2995,1422.7469,90.4,IV,0.49,25.0,0,146.5047,140.4003,158.7134
Zone_D,2025-07-20 21:37:12.259652,13.8523,2509.6775,381.8208,0.0021,255.8285,636.9977,1437.706,158.4,II,0.22,18.0,0,458.1849,439.0939,496.367
Zone_C,2025-08-05 16:37:12.259652,14.8715,2429.6589,491.4723,0.0009,247.6716,580.3225,1384.9501,123.0,II,0.19,15.8,0,589.7667,565.1931,638.914
Zone_B,2025-08-09 22:37:12.259652,5.7007,2448.9952,530.9584,0.0,249.6427,589.879,1396.3122,97.1,IV,0.48,21.4,0,637.15,610.6021,690.2459
Zone_B,2025-09-24 15:37:12.259652,16.8854,2585.8564,875.1173,0.0115,263.5939,616.2297,1467.9264,97.1,IV,0.48,21.4,0,1050.1408,1006.3849,1137.6525
Zone_A,2025-09-20 15:37:12.259652,18.4243,2535.8721,825.4854,0.0007,258.4987,638.8426,1403.0777,90.4,IV,0.49,25.0,0,990.5825,949.3082,1073.1311
Zone_A,2025-09-02 05:37:12.259652,7.4002,2416.6006,689.4412,0.0036,246.3405,584.0974,1346.7729,90.4,IV,0.49,25.0,0,827.3294,792.8574,896.2735
Zone_B,2025-09-21 01:37:12.259652,1.04,2608.3082,847.3432,0.0017,265.8826,653.2317,1486.947,97.1,IV,0.48,21.4,0,1016.8118,974.4447,1101.5462
Zone_A,2025-07-10 17:37:12.259652,15.1723,2448.023,299.8974,0.0151,249.5436,629.1979,1392.1423,90.4,IV,0.49,25.0,0,359.8769,344.882,389.8667
Zone_A,2025-08-02 14:37:12.259652,6.6665,2391.9423,469.6092,0.0066,243.8269,547.3188,1310.7822,90.4,IV,0.49,25.0,0,563.531,540.0506,610.4919
Zone_D,2025-04-17 00:37:12.259652,0.0,337.0673,7.2406,0.0,34.3596,104.5016,235.2766,158.4,II,0.22,18.0,0,8.6887,8.3267,9.4127
Zone_D,2025-07-05 18:37:12.259652,13.6999,2438.3947,271.2507,0.0017,248.5622,582.3608,1399.2367,158.4,II,0.22,18.0,0,325.5008,311.9383,352.6259
Zone_D,2025-04-15 08:37:12.259652,2.3856,324.7252,5.5237,0.0,33.1014,109.191,242.2262,158.4,II,0.22,18.0,0,6.6285,6.3523,7.1808
Zone_D,2025-09-13 16:37:12.259652,0.6895,2281.5364,779.0531,0.0229,232.5725,563.2436,1270.6447,158.4,II,0.22,18.0,0,934.8637,895.9111,1012.769
Zone_B,2025-04-19 18:37:12.259652,0.0,357.418,10.3717,0.011,36.4341,98.1057,213.9866,97.1,IV,0.48,21.4,0,12.4461,11.9275,13.4833
Zone_A,2025-09-08 04:37:12.259652,10.962,2419.1974,733.4123,0.0003,246.6052,565.6002,1349.0453,90.4,IV,0.49,25.0,0,880.0947,843.4241,953.4359
Zone_B,2025-09-07 22:37:12.259652,12.6739,2490.3414,748.815,0.0053,253.8574,593.9397,1412.3642,97.1,IV,0.48,21.4,0,898.578,861.1372,973.4594
Zone_A,2025-07-29 18:37:12.259652,0.0,2427.5895,441.8777,0.0004,247.4607,555.5915,1349.7137,90.4,IV,0.49,25.0,0,530.2532,508.1593,574.441
Zone_D,2025-06-28 15:37:12.259652,12.6232,2371.9118,219.3045,0.0009,241.7851,532.6377,1368.5918,158.4,II,0.22,18.0,0,263.1655,252.2002,285.0959
Zone_A,2025-04-16 11:37:12.259652,0.0,363.8707,7.2032,0.0172,37.0918,114.5513,243.1947,90.4,IV,0.49,25.0,0,8.6438,8.2837,9.3642
Zone_A,2025-07-27 15:37:12.259652,10.0985,2443.6031,426.1545,0.0001,249.0931,563.2304,1396.2116,90.4,IV,0.49,25.0,0,511.3854,490.0777,554.0009
Zone_C,2025-09-17 01:37:12.259652,3.9348,2402.4904,805.48,0.0004,244.9022,586.2369,1314.8558,123.0,II,0.19,15.8,0,966.576,926.302,1047.124
Zone_B,2025-08-19 11:37:12.259652,14.4867,2458.0882,602.463,0.0003,250.5696,569.1562,1363.5106,97.1,IV,0.48,21.4,0,722.9557,692.8325,783.202
Zone_D,2025-07-03 10:37:12.259652,5.6451,2433.3755,254.1604,0.0002,248.0505,578.9344,1357.9061,158.4,II,0.22,18.0,0,304.9925,292.2844,330.4085
Zone_C,2025-08-27 12:37:12.259652,4.8657,2448.0791,654.1873,0.0,249.5493,596.6586,1337.9353,123.0,II,0.19,15.8,0,785.0248,752.3154,850.4435
Zone_B,2025-07-07 00:37:12.259652,9.0007,2492.0669,282.6679,0.0,254.0333,595.9289,1402.8841,97.1,IV,0.48,21.4,0,339.2015,325.0681,367.4683
Zone_C,2025-05-14 13:37:12.259652,1.605,383.4289,37.3227,0.0062,39.0855,93.6699,230.4948,123.0,II,0.19,15.8,0,44.7872,42.9211,48.5195
Zone_B,2025-09-17 01:37:12.259652,17.8014,2501.1935,816.1498,0.0113,254.9637,585.8125,1416.3088,97.1,IV,0.48,21.4,0,979.3798,938.5723,1060.9948
Zone_D,2025-04-18 02:37:12.259652,3.7885,360.1867,8.3865,0.0159,36.7163,107.5519,243.8545,158.4,II,0.22,18.0,0,10.0638,9.6444,10.9024
Zone_B,2025-07-27 23:37:12.259652,15.4484,2403.2308,436.6256,0.0007,244.9777,577.3356,1279.8351,97.1,IV,0.48,21.4,0,523.9507,502.1194,567.6133
Zone_D,2025-04-13 07:37:12.259652,0.0,287.2318,3.6004,0.0,29.2795,93.482,166.9972,158.4,II,0.22,18.0,0,4.3205,4.1404,4.6805
Zone_D,2025-09-08 05:37:12.259652,0.3546,2288.5698,741.5974,0.0044,233.2895,531.3777,1282.5958,158.4,II,0.22,18.0,0,889.9169,852.837,964.0766
Zone_A,2025-09-20 03:37:12.259652,1.1197,2497.3966,821.7172,0.004,254.5766,635.0168,1402.4395,90.4,IV,0.49,25.0,0,986.0606,944.9747,1068.2323
Zone_A,2025-09-22 05:37:12.259652,5.0786,2525.2434,837.6485,0.0018,257.4152,618.8637,1447.5454,90.4,IV,0.49,25.0,0,1005.1782,963.2957,1088.943
Zone_B,2025-04-09 15:37:12.259652,1.528,226.5077,0.7973,0.0,23.0895,30.6631,30.6631,97.1,IV,0.48,21.4,0,0.9568,0.9169,1.0365
Zone_A,2025-09-26 22:37:12.259652,7.0908,2469.0317,872.8883,0.0018,251.6852,584.2807,1374.0785,90.4,IV,0.49,25.0,0,1047.4659,1003.8215,1134.7547
Zone_C,2025-07-13 21:37:12.259652,10.4671,2351.3257,327.665,0.0003,239.6866,502.5444,1296.8539,123.0,II,0.19,15.8,0,393.198,376.8147,425.9644
Zone_C,2025-04-18 17:37:12.259652,0.1633,334.2637,8.2482,0.0039,34.0738,111.6685,216.5095,123.0,II,0.19,15.8,0,9.8978,9.4854,10.7226
Zone_B,2025-05-02 04:37:12.259652,2.241,403.3549,25.3576,0.0025,41.1167,95.9188,229.068,97.1,IV,0.48,21.4,0,30.4291,29.1613,32.9649
Zone_B,2025-09-14 14:37:12.259652,6.1561,2469.1458,797.9781,0.0011,251.6968,649.8455,1363.27,97.1,IV,0.48,21.4,0,957.5737,917.6748,1037.3715
Zone_B,2025-06-04 08:37:12.259652,4.3498,1063.6818,71.1246,0.0021,108.4283,541.2265,754.5601,97.1,IV,0.48,21.4,0,85.3495,81.7933,92.462
Zone_C,2025-08-15 16:37:12.259652,11.2399,2483.7761,565.2128,0.0004,253.1882,605.4223,1390.2331,123.0,II,0.19,15.8,0,678.2554,649.9948,734.7767
Zone_D,2025-09-17 01:37:12.259652,6.97,2300.0694,802.3701,0.0014,234.4617,559.3534,1294.5445,158.4,II,0.22,18.0,0,962.8442,922.7257,1043.0812
Zone_C,2025-09-10 00:37:12.259652,3.0762,2473.405,753.7189,0.0056,252.131,617.0021,1390.4616,123.0,II,0.19,15.8,0,904.4626,866.7767,979.8345
Zone_C,2025-04-25 14:37:12.259652,1.259,341.0601,15.6855,0.0,34.7666,67.0066,203.1668,123.0,II,0.19,15.8,0,18.8226,18.0383,20.3911
Zone_C,2025-07-04 06:37:12.259652,9.9123,2429.7034,257.3343,0.0001,247.6762,605.7993,1411.4335,123.0,II,0.19,15.8,0,308.8011,295.9344,334.5345
Zone_D,2025-05-17 20:37:12.259652,2.7041,418.2223,45.4417,0.0009,42.6322,101.9342,229.9655,158.4,II,0.22,18.0,0,54.5301,52.258,59.0742
Zone_B,2025-10-02 00:37:12.259652,2.7496,2157.0476,928.824,0.0017,219.8825,375.3169,1106.538,97.1,IV,0.48,21.4,0,1114.5887,1068.1475,1207.4711
Zone_C,2025-09-05 07:37:12.259652,5.8585,2418.6272,719.408,0.0001,246.5471,556.6639,1340.0254,123.0,II,0.19,15.8,0,863.2896,827.3192,935.2304
Zone_D,2025-08-08 09:37:12.259652,12.118,2456.2409,519.383,0.0004,250.3813,630.1294,1363.0481,158.4,II,0.22,18.0,0,623.2595,597.2904,675.1978
Zone_B,2025-09-14 07:37:12.259652,6.403,2496.2319,795.8001,0.0065,254.4579,635.5895,1376.0166,97.1,IV,0.48,21.4,0,954.9602,915.1702,1034.5402
Zone_C,2025-06-15 22:37:12.259652,12.3849,2153.6913,129.8105,0.0017,219.5404,596.1544,1395.599,123.0,II,0.19,15.8,0,155.7727,149.2821,168.7537
Zone_B,2025-07-08 03:37:12.259652,4.3506,2504.8102,291.1041,0.0053,255.3323,616.5999,1433.3174,97.1,IV,0.48,21.4,0,349.3249,334.7697,378.4354
Zone_C,2025-09-17 13:37:12.259652,3.3894,2365.4031,809.072,0.0016,241.1216,545.1935,1300.3135,123.0,II,0.19,15.8,0,970.8864,930.4328,1051.7936
Zone_D,2025-08-08 19:37:12.259652,5.3894,2448.1328,522.46,0.001,249.5548,605.1669,1347.5098,158.4,II,0.22,18.0,0,626.9521,600.8291,679.1981
Zone_A,2025-08-30 04:37:12.259652,8.3344,2419.3747,667.2486,0.0006,246.6233,590.8973,1336.6451,90.4,IV,0.49,25.0,0,800.6983,767.3359,867.4232
Zone_B,2025-09-29 01:37:12.259652,19.291,2468.3597,907.6808,0.0015,251.6167,595.9738,1323.3838,97.1,IV,0.48,21.4,0,1089.217,1043.833,1179.9851
Zone_C,2025-05-18 10:37:12.259652,0.0,421.4466,42.2312,0.0079,42.9609,97.7959,250.5389,123.0,II,0.19,15.8,0,50.6774,48.5658,54.9005
Zone_C,2025-08-13 01:37:12.259652,15.7848,2464.6193,545.854,0.0029,251.2354,588.1505,1382.2129,123.0,II,0.19,15.8,0,655.0248,627.7321,709.6102
Zone_B,2025-06-20 00:37:12.259652,16.4999,2252.7676,159.9502,0.002,229.6399,618.9725,1305.5163,97.1,IV,0.48,21.4,0,191.9402,183.9427,207.9353
Zone_C,2025-09-05 03:37:12.259652,7.6008,2416.7147,718.1947,0.0066,246.3522,554.9126,1338.8679,123.0,II,0.19,15.8,0,861.8336,825.9239,933.6531
Zone_A,2025-05-17 22:37:12.259652,2.1754,410.0153,44.4002,0.0251,41.7956,102.8562,258.861,90.4,IV,0.49,25.0,0,53.2803,51.0603,57.7203
Zone_B,2025-07-13 23:37:12.259652,8.6389,2435.3783,333.8191,0.0014,248.2547,606.617,1332.064,97.1,IV,0.48,21.4,0,400.5829,383.8919,433.9648
